timestamp,protocol,dyn_threshold,byte_count,exceed_count,exceed_duration,exceed_duration_count
2025-05-12 12:30:42,UDP,69129,3078,0,0,0
2025-05-12 12:30:42,SYN,506911,11100,0,0,0
2025-05-12 12:30:43,ICMP,56950,882,0,0,0
2025-05-12 12:30:43,UDP,69129,3078,0,0,0
2025-05-12 12:30:43,SYN,504432,148,0,0,0
2025-05-12 12:30:44,ICMP,56950,882,0,0,0
2025-05-12 12:30:44,UDP,69129,3078,0,0,0
2025-05-12 12:30:44,SYN,501910,0,0,0,0
2025-05-12 12:30:45,ICMP,56950,882,0,0,0
2025-05-12 12:30:45,UDP,69129,3078,0,0,0
2025-05-12 12:30:45,SYN,501910,0,0,0,0
2025-05-12 12:30:46,ICMP,56670,294,0,0,0
2025-05-12 12:30:46,UDP,69129,3078,0,0,0
2025-05-12 12:30:46,SYN,499400,0,0,0,0
2025-05-12 12:30:47,ICMP,56670,882,0,0,0
2025-05-12 12:30:47,UDP,69129,3078,0,0,0
2025-05-12 12:30:47,SYN,499400,0,0,0,0
2025-05-12 12:30:48,ICMP,56670,882,0,0,0
2025-05-12 12:30:48,UDP,69129,3078,0,0,0
2025-05-12 12:30:48,SYN,496903,3700,0,0,0
2025-05-12 12:30:49,ICMP,56670,882,0,0,0
2025-05-12 12:30:49,UDP,68799,3078,0,0,0
2025-05-12 12:30:49,SYN,494437,0,0,0,0
2025-05-12 12:30:50,ICMP,56670,882,0,0,0
2025-05-12 12:30:50,UDP,68471,3078,0,0,0
2025-05-12 12:30:50,SYN,494437,0,0,0,0
2025-05-12 12:30:51,ICMP,56670,882,0,0,0
2025-05-12 12:30:51,UDP,68471,3078,0,0,0
2025-05-12 12:30:51,SYN,491965,7474,0,0,0
2025-05-12 12:30:52,ICMP,56670,882,0,0,0
2025-05-12 12:30:52,UDP,68471,3078,0,0,0
2025-05-12 12:30:52,SYN,489561,74,0,0,0
2025-05-12 12:30:53,ICMP,56391,588,0,0,0
2025-05-12 12:30:53,UDP,68471,3078,0,0,0
2025-05-12 12:30:53,SYN,487113,74,0,0,0
2025-05-12 12:30:54,ICMP,56391,882,0,0,0
2025-05-12 12:30:54,UDP,68144,3078,0,0,0
2025-05-12 12:30:54,SYN,487113,74,0,0,0
2025-05-12 12:30:55,ICMP,56391,882,0,0,0
2025-05-12 12:30:55,UDP,67829,1134,0,0,0
2025-05-12 12:30:55,SYN,484678,0,0,0,0
2025-05-12 12:30:56,ICMP,56391,882,0,0,0
2025-05-12 12:30:56,UDP,67829,1134,0,0,0
2025-05-12 12:30:56,SYN,484678,0,0,0,0
2025-05-12 12:30:57,ICMP,56391,882,0,0,0
2025-05-12 12:30:57,UDP,67829,1134,0,0,0
2025-05-12 12:30:57,SYN,482254,0,0,0,0
2025-05-12 12:30:58,ICMP,56391,882,0,0,0
2025-05-12 12:30:58,UDP,67496,3078,0,0,0
2025-05-12 12:30:58,SYN,482254,3774,0,0,0
2025-05-12 12:30:59,ICMP,56113,490,0,0,0
2025-05-12 12:30:59,UDP,67496,3078,0,0,0
2025-05-12 12:30:59,SYN,482254,3774,0,0,0
2025-05-12 12:31:00,ICMP,55837,392,0,0,0
2025-05-12 12:31:00,UDP,67496,3078,0,0,0
2025-05-12 12:31:00,SYN,482254,3774,0,0,0
2025-05-12 12:31:01,ICMP,55837,784,0,0,0
2025-05-12 12:31:01,UDP,67496,3078,0,0,0
2025-05-12 12:31:01,SYN,479861,3848,0,0,0
2025-05-12 12:31:02,ICMP,55837,784,0,0,0
2025-05-12 12:31:02,UDP,67174,972,0,0,0
2025-05-12 12:31:02,SYN,479861,11470,0,0,0
2025-05-12 12:31:03,ICMP,55837,784,0,0,0
2025-05-12 12:31:03,UDP,67174,3078,0,0,0
2025-05-12 12:31:03,SYN,479861,11470,0,0,0
2025-05-12 12:31:04,ICMP,55562,784,0,0,0
2025-05-12 12:31:04,UDP,67174,3078,0,0,0
2025-05-12 12:31:04,SYN,477519,0,0,0,0
2025-05-12 12:31:05,ICMP,55562,882,0,0,0
2025-05-12 12:31:05,UDP,67174,3078,0,0,0
2025-05-12 12:31:05,SYN,475131,0,0,0,0
2025-05-12 12:31:06,ICMP,55562,882,0,0,0
2025-05-12 12:31:06,UDP,67174,3078,0,0,0
2025-05-12 12:31:06,SYN,475131,0,0,0,0
2025-05-12 12:31:07,ICMP,55562,882,0,0,0
2025-05-12 12:31:07,UDP,66854,3078,0,0,0
2025-05-12 12:31:07,SYN,472755,0,0,0,0
2025-05-12 12:31:08,ICMP,55562,882,0,0,0
2025-05-12 12:31:08,UDP,66535,5022,0,0,0
2025-05-12 12:31:08,SYN,470391,3626,0,0,0
2025-05-12 12:31:09,ICMP,55562,882,0,0,0
2025-05-12 12:31:09,UDP,66233,162,0,0,0
2025-05-12 12:31:09,SYN,468057,0,0,0,0
2025-05-12 12:31:10,ICMP,55562,882,0,0,0
2025-05-12 12:31:10,UDP,66233,162,0,0,0
2025-05-12 12:31:10,SYN,468057,74,0,0,0
2025-05-12 12:31:11,ICMP,55562,882,0,0,0
2025-05-12 12:31:11,UDP,66233,162,0,0,0
2025-05-12 12:31:11,SYN,465717,3774,0,0,0
2025-05-12 12:31:12,ICMP,55562,882,0,0,0
2025-05-12 12:31:12,UDP,66233,162,0,0,0
2025-05-12 12:31:12,SYN,465717,11248,0,0,0
2025-05-12 12:31:13,ICMP,55289,490,0,0,0
2025-05-12 12:31:13,UDP,66233,162,0,0,0
2025-05-12 12:31:13,SYN,463445,0,0,0,0
2025-05-12 12:31:14,ICMP,55289,882,0,0,0
2025-05-12 12:31:14,UDP,65904,276,0,0,0
2025-05-12 12:31:14,SYN,463445,148,0,0,0
2025-05-12 12:31:15,ICMP,55017,392,0,0,0
2025-05-12 12:31:15,UDP,65904,276,0,0,0
2025-05-12 12:31:15,SYN,463445,148,0,0,0
2025-05-12 12:31:16,ICMP,55017,882,0,0,0
2025-05-12 12:31:16,UDP,65904,276,0,0,0
2025-05-12 12:31:16,SYN,461128,0,0,0,0
2025-05-12 12:31:17,ICMP,54746,686,0,0,0
2025-05-12 12:31:17,UDP,65904,276,0,0,0
2025-05-12 12:31:17,SYN,461128,0,0,0,0
2025-05-12 12:31:18,ICMP,54746,882,0,0,0
2025-05-12 12:31:18,UDP,65904,276,0,0,0
2025-05-12 12:31:18,SYN,458822,3774,0,0,0
2025-05-12 12:31:19,ICMP,54746,882,0,0,0
2025-05-12 12:31:19,UDP,65904,276,0,0,0
2025-05-12 12:31:19,SYN,458822,3848,0,0,0
2025-05-12 12:31:20,ICMP,54477,49098,0,0,0
2025-05-12 12:31:20,UDP,65904,276,0,0,0
2025-05-12 12:31:20,SYN,456547,0,0,0,0
2025-05-12 12:31:21,ICMP,90818,39004,0,1,0
2025-05-12 12:31:21,UDP,65904,276,0,0,0
2025-05-12 12:31:21,SYN,454264,3626,0,0,0
2025-05-12 12:31:22,ICMP,111435,46648,0,2,0
2025-05-12 12:31:22,UDP,65904,276,0,0,0
2025-05-12 12:31:22,SYN,454264,11100,0,0,0
2025-05-12 12:31:23,ICMP,127602,41944,0,3,0
2025-05-12 12:31:23,UDP,65904,276,0,0,0
2025-05-12 12:31:23,SYN,454264,11100,0,0,0
2025-05-12 12:31:24,ICMP,140212,42532,0,4,0
2025-05-12 12:31:24,UDP,65904,276,0,0,0
2025-05-12 12:31:24,SYN,452048,0,0,0,0
2025-05-12 12:31:25,ICMP,149039,15876,0,0,1
2025-05-12 12:31:25,UDP,65576,2430,0,0,0
2025-05-12 12:31:25,SYN,449788,0,0,0,0
2025-05-12 12:31:26,ICMP,149039,15876,0,0,1
2025-05-12 12:31:26,UDP,65576,3078,0,0,0
2025-05-12 12:31:26,SYN,449788,0,0,0,0
2025-05-12 12:31:27,ICMP,149039,15876,0,0,1
2025-05-12 12:31:27,UDP,65264,3078,0,0,0
2025-05-12 12:31:27,SYN,449788,0,0,0,0
2025-05-12 12:31:28,ICMP,149039,15876,0,0,1
2025-05-12 12:31:28,UDP,64963,1134,0,0,0
2025-05-12 12:31:28,SYN,447539,3848,0,0,0
2025-05-12 12:31:29,ICMP,149039,15876,0,0,1
2025-05-12 12:31:29,UDP,64963,1134,0,0,0
2025-05-12 12:31:29,SYN,445320,74,0,0,0
2025-05-12 12:31:30,ICMP,149039,15876,0,0,1
2025-05-12 12:31:30,UDP,64963,1134,0,0,0
